EmployeeID,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
2167,42,4,3,2,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2168,55,11,3,2,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
2169,56,3,2,3,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2170,40,1,1,1,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2171,34,3,2,2,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
2172,40,4,3,2,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
2173,41,1,4,2,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2174,35,1,2,2,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2175,51,18,2,4,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2176,38,2,4,1,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2177,34,4,3,2,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2178,25,6,2,4,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2179,58,1,4,2,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
2180,40,14,4,1,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2181,36,16,2,1,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2182,48,2,1,2,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2184,51,4,1,3,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2185,18,1,4,2,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,4.0,3,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
2186,35,1,4,2,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2187,27,26,4,1,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2188,55,19,3,1,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True
2189,56,24,4,2,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2190,34,1,2,2,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2191,40,3,3,2,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2192,34,5,3,1,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2193,31,2,2,2,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2194,35,1,2,1,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
2195,38,7,3,2,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2196,34,10,4,2,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2197,28,2,3,2,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2198,31,15,2,2,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2199,39,17,4,2,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2200,51,20,3,2,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2201,41,1,3,4,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2202,37,2,2,1,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2203,33,2,3,1,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2204,32,1,4,5,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
2205,39,29,2,2,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2206,25,7,4,1,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2207,52,2,1,2,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2208,43,2,2,1,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
2209,27,2,4,1,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
2210,27,2,5,1,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2211,26,2,2,3,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2212,42,23,3,3,26420,0.0,13,1,21.0,3,20,0,9,3.0,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2213,52,5,2,1,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2214,37,20,5,2,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2215,35,6,4,2,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2216,25,1,4,2,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2217,26,29,4,1,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2218,29,9,3,1,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
2219,49,6,5,2,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2220,29,3,2,2,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2221,54,1,3,2,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2222,58,22,3,2,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2223,55,7,3,3,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2224,36,1,3,2,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
2225,31,4,3,2,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2226,30,3,3,3,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2228,34,2,1,5,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2229,31,20,3,1,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
2230,27,11,4,4,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2231,36,1,3,2,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2232,36,24,3,3,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2233,47,23,4,2,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2234,25,16,4,2,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2235,37,8,4,1,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2236,56,10,4,2,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2237,47,3,2,2,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
2238,24,5,1,1,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
2239,32,4,3,1,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2240,34,9,2,1,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2241,41,26,3,3,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2242,40,3,2,1,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2243,31,16,3,2,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
2244,46,18,1,1,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
2245,39,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
2246,31,2,3,2,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
2247,45,10,2,1,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2248,31,16,4,3,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
2249,31,7,4,1,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2250,45,1,2,1,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2251,48,24,3,2,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
2252,34,7,4,2,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2253,40,25,4,1,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2254,28,1,2,1,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2255,44,5,3,1,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
2256,53,2,4,2,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2257,49,7,3,3,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2258,40,2,4,3,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2259,44,5,1,3,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
2260,33,10,3,2,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2261,34,10,4,1,192460,3.0,15,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2262,30,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
2263,42,8,4,1,60620,1.0,22,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2264,44,5,3,5,43820,7.0,16,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2265,30,8,3,1,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2266,57,2,1,3,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2267,49,7,3,2,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2268,34,2,4,2,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2269,28,2,3,1,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2270,29,28,3,5,44340,5.0,17,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2271,34,7,1,1,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2272,35,7,4,4,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2273,24,3,3,2,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2274,24,10,3,2,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2275,44,5,2,2,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2276,29,10,2,1,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2277,30,1,2,3,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2278,55,20,3,2,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2279,33,7,2,2,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2280,47,8,4,2,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2281,28,1,3,2,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
2282,28,8,4,1,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2283,28,9,3,2,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2284,49,5,4,1,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2285,29,8,1,1,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2286,28,5,1,2,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
2287,33,15,4,1,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2288,32,7,3,3,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2289,54,10,3,4,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2290,29,5,3,2,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2291,44,26,1,1,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2292,39,6,1,2,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
2293,46,4,2,3,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2294,35,23,4,2,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2295,23,2,4,2,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2296,40,2,3,2,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
2297,34,2,3,2,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2298,31,29,3,2,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2299,50,6,3,1,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
2300,34,25,5,1,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2301,42,1,3,1,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2302,37,2,2,1,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2303,29,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2304,33,1,1,1,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2305,45,3,3,3,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2306,42,1,4,2,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
2307,40,10,1,1,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2308,33,9,3,2,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2309,40,5,5,1,52310,1.0,12,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2310,24,10,2,1,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2312,45,4,3,3,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2313,35,10,1,1,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2314,32,22,4,1,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
2315,36,9,3,4,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2316,48,12,4,1,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
